product_name,data_id,itemid,pre_test_info,report_delivery,home_collection_available,price,sample_type,general_faq
Package -03 Mgh,package-03-mgh,1609,Speak to our customer care,Speak to our customer care,Home Collection Available,1800.0,Speak to our customer care,"CREATININE, SERUM
 CREATININE

LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL

GLUCOSE, FASTING
 GLUCOSE
 FASTING

GLUCOSE, POST PRANDIAL (PP), 2 HOURS (POST MEAL)
 GLUCOSE
 POST PRANDIAL (PP)
 2 HOURS

UREA - SERUM
 UREA

URIC ACID - SERUM
 URIC ACID

BLOOD GROUP ABO AND RH FACTOR
 A Cells
Anti A
Anti B
Anti D
B Cells
BLOOD GROUP TYPE
Forward Grouping
O Cells
Reverse Grouping
Rh TYPE

THYROID STIMULATING HORMONE (TSH), SERUM
 THYROID STIMULATING HORMONE (TSH)"
Antenatal Profile With Ultra Tsh,antenatal-profile-with-ultra-tsh,1635,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,1950.0,Blood,"GLUCOSE, RANDOM
 GLUCOSE
 RANDOM

BLOOD GROUP ABO AND RH FACTOR
 A Cells
Anti A
Anti B
Anti D
B Cells
BLOOD GROUP TYPE
Forward Grouping
O Cells
Reverse Grouping
Rh TYPE

ULTRASENSITIVE TSH
 ULTRA SENSITIVE TSH

(VDRL) RPR QUALITATIVE- SERUM
 (VDRL) RPR QUALITATIVE
TITER

HBS AG SCREENING(RAPID)
 HBS AG SCREENING(RAPID)

HIV RAPID
 HIV RAPID

ANTI HCV
 ANTI HCV"
Obesity Profile,obesity-profile,1636,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,1700.0,Blood,"LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL

INSULIN (FASTING)
 INSULIN (FASTING)

URIC ACID - SERUM
 URIC ACID

THYROID PROFILE (TOTAL T3, TOTAL T4, TSH)
 THYROID STIMULATING HORMONE (TSH)
THYROXINE (T4
 TOTAL)
TRI-IODOTHYRONINE (T3
 TOTAL)
ULTRA SENSITIVE TSH"
Diabetic Care Centre Profile 1,diabetic-care-centre-profile-1,1637,Speak to our customer care,Speak to our customer care,Home Collection Available,2550.0,Speak to our customer care,"UREA - SERUM
 UREA

CREATININE, SERUM
 CREATININE

THYROID PROFILE (TOTAL T3, TOTAL T4, TSH)
 THYROID STIMULATING HORMONE (TSH)
THYROXINE (T4
 TOTAL)
TRI-IODOTHYRONINE (T3
 TOTAL)
ULTRA SENSITIVE TSH

HBA1C, GLYCATED HEMOGLOBIN
 ESTIMATED AVERAGE GLUCOSE (eAG)
HBA1C
 GLYCATED HEMOGLOBIN

LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL

LIVER FUNCTION TEST (LFT) WITH GGT
 A/G RATIO
ALANINE AMINOTRANSFERASE (ALT/SGPT)
ALBUMIN
ALKALINE PHOSPHATASE
ASPARTATE AMINOTRANSFERASE (AST/SGOT)
BILIRUBIN (INDIRECT)
BILIRUBIN CONJUGATED (DIRECT)
BILIRUBIN
 TOTAL
GAMMA GLUTAMYL TRANSPEPTIDASE (GGT)
GLOBULIN
PROTEIN
 TOTAL"
Diabetic Care Centre Profile 2,diabetic-care-centre-profile-2,1638,Speak to our customer care,Speak to our customer care,Home Collection Available,3300.0,Speak to our customer care,"UREA - SERUM
 UREA

CREATININE, SERUM
 CREATININE

THYROID PROFILE (TOTAL T3, TOTAL T4, TSH)
 THYROID STIMULATING HORMONE (TSH)
THYROXINE (T4
 TOTAL)
TRI-IODOTHYRONINE (T3
 TOTAL)
ULTRA SENSITIVE TSH

HBA1C, GLYCATED HEMOGLOBIN
 ESTIMATED AVERAGE GLUCOSE (eAG)
HBA1C
 GLYCATED HEMOGLOBIN

LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL

LIVER FUNCTION TEST (LFT) WITH GGT
 A/G RATIO
ALANINE AMINOTRANSFERASE (ALT/SGPT)
ALBUMIN
ALKALINE PHOSPHATASE
ASPARTATE AMINOTRANSFERASE (AST/SGOT)
BILIRUBIN (INDIRECT)
BILIRUBIN CONJUGATED (DIRECT)
BILIRUBIN
 TOTAL
GAMMA GLUTAMYL TRANSPEPTIDASE (GGT)
GLOBULIN
PROTEIN
 TOTAL

MICROALBUMIN /CREATININE RATIO - URINE
 CREATININE - SPOT URINE
MICROALBUMIN ( MAU)- SPOT URINE
MICROALBUMIN - SPOT URINE
URINE MICROALBUMIN/CREATININE RATIO"
Custom Panel 1 - Pcc Park Circus,custom-panel-1-pcc-park-circus,1651,Speak to our customer care,Speak to our customer care,Home Collection Available,2900.0,Speak to our customer care,"LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL

LIVER FUNCTION TEST (LFT) WITH GGT
 A/G RATIO
ALANINE AMINOTRANSFERASE (ALT/SGPT)
ALBUMIN
ALKALINE PHOSPHATASE
ASPARTATE AMINOTRANSFERASE (AST/SGOT)
BILIRUBIN (INDIRECT)
BILIRUBIN CONJUGATED (DIRECT)
BILIRUBIN
 TOTAL
GAMMA GLUTAMYL TRANSPEPTIDASE (GGT)
GLOBULIN
PROTEIN
 TOTAL

HBA1C, GLYCATED HEMOGLOBIN
 ESTIMATED AVERAGE GLUCOSE (eAG)
HBA1C
 GLYCATED HEMOGLOBIN

GLUCOSE, FASTING
 GLUCOSE
 FASTING

GLUCOSE, POST PRANDIAL (PP), 2 HOURS (POST MEAL)
 GLUCOSE
 POST PRANDIAL (PP)
 2 HOURS

RENAL PROFILE/RENAL FUNCTION TEST (RFT/KFT)
 BLOOD UREA NITROGEN
CALCIUM
CHLORIDE
CREATININE
PHOSPHORUS
 INORGANIC
POTASSIUM
SODIUM
UREA
URIC ACID

THYROID PROFILE (TOTAL T3, TOTAL T4, TSH)
 THYROID STIMULATING HORMONE (TSH)
THYROXINE (T4
 TOTAL)
TRI-IODOTHYRONINE (T3
 TOTAL)
ULTRA SENSITIVE TSH"
Custom Panel 2 - Pcc Salt Lake,custom-panel-2-pcc-salt-lake,1652,Speak to our customer care,Speak to our customer care,Home Collection Available,3000.0,Speak to our customer care,"CREATININE, SERUM
 CREATININE

GLUCOSE, FASTING
 GLUCOSE
 FASTING

LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL

LIVER FUNCTION TEST (LFT) WITH GGT
 A/G RATIO
ALANINE AMINOTRANSFERASE (ALT/SGPT)
ALBUMIN
ALKALINE PHOSPHATASE
ASPARTATE AMINOTRANSFERASE (AST/SGOT)
BILIRUBIN (INDIRECT)
BILIRUBIN CONJUGATED (DIRECT)
BILIRUBIN
 TOTAL
GAMMA GLUTAMYL TRANSPEPTIDASE (GGT)
GLOBULIN
PROTEIN
 TOTAL

UREA - SERUM
 UREA

URIC ACID - SERUM
 URIC ACID

THYROID STIMULATING HORMONE (TSH), SERUM
 THYROID STIMULATING HORMONE (TSH)

HBA1C, GLYCATED HEMOGLOBIN
 ESTIMATED AVERAGE GLUCOSE (eAG)
HBA1C
 GLYCATED HEMOGLOBIN

MICROALBUMIN /CREATININE RATIO - URINE
 CREATININE - SPOT URINE
MICROALBUMIN ( MAU)- SPOT URINE
MICROALBUMIN - SPOT URINE
URINE MICROALBUMIN/CREATININE RATIO"
Custom Hepatitis Panel,custom-hepatitis-panel,1653,Speak to our customer care,Speak to our customer care,Home Collection Available,5050.0,Speak to our customer care,"ANTI HCV
 ANTI HCV

HEPATITIS E VIRUS IGM (HEV IGM)
 HEPATITIS E VIRUS IGM (HEV IGM)

HBSAG / AUSTRALIA ANTIGEN
 HBsAg

HAV-IGM
 HEPATITIS A ANTIBODY (ANTI-HAV) IgM

HEPATITIS B CORE ANTIBODY (ANTI-HBC) IGM,SERUM
 HEPATITIS B CORE ANTIBODY (Anti-HBc) IgM

BILIRUBIN SERUM - TOTAL/DIRECT/INDIRECT
 BILIRUBIN (INDIRECT)
BILIRUBIN CONJUGATED (DIRECT)
BILIRUBIN
 TOTAL

ALANINE AMINOTRANSFERASE (ALT/SGPT), SERUM
 ALANINE AMINOTRANSFERASE (ALT/SGPT)

ASPARTATE AMINOTRANSFERASE (AST/SGOT), SERUM
 ASPARTATE AMINOTRANSFERASE (AST/SGOT)"
Cbc+mp,cbc-mp,1654,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,450.0,Blood,"PERIPHERAL SMEAR FOR MALARIAL PARASITE (MP)
 MALARIA PARASITE
PARASITIC INDEX
SPECIES"
Hbv Monitoring Panel,hbv-monitoring-panel,1655,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,6500.0,Blood,"HBSAG / AUSTRALIA ANTIGEN
 HBsAg

HBe ANTIGEN ( Hbe Ag)
 HBe ANTIGEN ( Hbe Ag)

ALANINE AMINOTRANSFERASE (ALT/SGPT), SERUM
 ALANINE AMINOTRANSFERASE (ALT/SGPT)

HBV QUANTITATIVE (VIRAL LOAD) - REAL TIME PCR
 
Hepatitis B Virus (HBV) DNA QUANTITATIVE (VIRAL LOAD)"
Hlm Shi Ram Camp,hlm-shi-ram-camp,1656,Speak to our customer care,Speak to our customer care,Home Collection Available,550.0,Speak to our customer care,"GLUCOSE, FASTING
 GLUCOSE
 FASTING

HBA1C, GLYCATED HEMOGLOBIN
 ESTIMATED AVERAGE GLUCOSE (eAG)
HBA1C
 GLYCATED HEMOGLOBIN"
Arthritis Panel - Ii,arthritis-panel-ii,1717,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,4070.0,Blood,"ERYTHROCYTE SEDIMENTATION RATE (ESR)
 ERYTHROCYTE SEDIMENTATION RATE (ESR)

C-REACTIVE PROTEIN CRP (QUANTITATIVE)
 C-REACTIVE PROTEIN  CRP (QUANTITATIVE)

RHEUMATOID FACTOR (RA) -(LATEX AGGLUTINATION)
 RHEUMATOID FACTOR (RA)
TITER

ANTI NUCLEAR ANTIBODY (ANA) BY IIF
 ADVISED
ESITIMATED TITER
FLUORESCENCE INTENSITY
FLUORESCENCE PATTERN
RESULT
SUGGESTED ANTIBODY

URIC ACID - SERUM
 URIC ACID

CALCIUM, SERUM
 CALCIUM

PHOSPHORUS, INORGANIC - SERUM
 PHOSPHORUS
 INORGANIC

ASO/ASLO (ANTI STREPTOLYSIN) LATEX
 ASO/ASLO (ANTI STREPTOLYSIN) QUALITATIVE
TITER

ANTI CCP (CYCLIC CITRULLINATED PEPTIDE)
 ANTI CCP (CYCLIC CITRULLINATED PEPTIDE)"
"Infertility  Comprehensive Panel, Female",infertility-comprehensive-panel-female,1758,Any special preparation for the test is not required,Speak to our customer care,Home Collection Available,3800.0,Blood,"ANTI MULLERIAN HORMONE (AMH)
 ANTI MULLERIAN HORMONE

ESTRADIOL (E2)
 ESTRADIOL (E2)

FOLLICLE STIMULATING HORMONE (FSH)
 FOLLICLE STIMULATING HORMONE (FSH)

LUTEINIZING HORMONE (LH)
 LH:LUTEINIZING HORMONE

TESTOSTERONE, TOTAL
 TESTOSTERONE
 TOTAL

PROLACTIN
 PROLACTIN

TESTOSTERONE- FREE
 TESTOSTERONE- FREE

ULTRASENSITIVE TSH
 ULTRA SENSITIVE TSH"
Amenorrhoea Profile,amenorrhoea-profile,1760,Speak to our customer care,Speak to our customer care,Home Collection Available,2750.0,Speak to our customer care,"LUTEINIZING HORMONE (LH)
 LH:LUTEINIZING HORMONE

FOLLICLE STIMULATING HORMONE (FSH)
 FOLLICLE STIMULATING HORMONE (FSH)

PROLACTIN
 PROLACTIN

ESTRADIOL (E2)
 ESTRADIOL (E2)

ULTRASENSITIVE TSH
 ULTRA SENSITIVE TSH

PROGESTERONE
 PROGESTERONE"
Antenatal Panel - Ii,antenatal-panel-ii,1761,Speak to our customer care,Speak to our customer care,Home Collection Available,2150.0,Speak to our customer care,"GLUCOSE, RANDOM
 GLUCOSE
 RANDOM

BLOOD GROUP ABO AND RH FACTOR
 A Cells
Anti A
Anti B
Anti D
B Cells
BLOOD GROUP TYPE
Forward Grouping
O Cells
Reverse Grouping
Rh TYPE

(VDRL) RPR QUALITATIVE- SERUM
 (VDRL) RPR QUALITATIVE
TITER

HIV I AND II ANTIBODIES
 HIV I AND II ANTIBODIES

HBSAG / AUSTRALIA ANTIGEN
 HBsAg

ABNORMAL HB STUDIES (HB ELECTROPHORESIS)
 FETAL HEMOGLOBIN (HbF)
HAEMOGLOBIN
HEMOGLOBIN A (HbA)
HEMOGLOBIN A2 (HbA2)
HEMOGLOBIN C (HbC)
HEMOGLOBIN D (HbD)
HEMOGLOBIN E (HbE)
HEMOGLOBIN S (HbS)
INTERPRETATION
MCH
MCHC
MCV
OTHERS
P2 WINDOW
P3 WINDOW
PCV
PERIPHERAL SMEAR FINDING
R.D.W
RBC COUNT"
Boh Screen Panel,boh-screen-panel,1762,Speak to our customer care,Speak to our customer care,Home Collection Available,3700.0,Speak to our customer care,"ANTI CARDIOLIPIN ANTIBODY PANEL (IGA+IGG+IGM) (ELISA METHOD)
 ANTI CARDIOLIPIN ANTIBODY IgA
ANTI CARDIOLIPIN ANTIBODY IgG
ANTI CARDIOLIPIN ANTIBODY IgM

LUPUS ANTICOAGULANT BY DRVVT
 DRVV CONFIRM (CONTROL)
DRVV CONFIRM (TEST)
DRVV CONFIRM TIME
DRVV SCREEN (TEST)
DRVV SCREEN TIME
DRVV SCREEN/DRVV CONFIRM RATIO
DRVV SREEN (CONTROL)
LUPUS ANTICOAGULANT
MIXING STUDIES
PTT (CONTROL)
PTT (TEST)
PTT (TEST+CONTROL 1:1)

ACTIVATED PARTIAL THROMBOPLASTIN TIME (APTT)
 ACTIVATED PARTIAL THROMBOPLASTIN TIME (APTT)
APTT - CONTROL RESULT"
"Infertility Panel, Female",infertility-panel-female,1763,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,2040.0,Blood,"LUTEINIZING HORMONE (LH)
 LH:LUTEINIZING HORMONE

FOLLICLE STIMULATING HORMONE (FSH)
 FOLLICLE STIMULATING HORMONE (FSH)

PROLACTIN
 PROLACTIN

TESTOSTERONE, TOTAL
 TESTOSTERONE
 TOTAL

ULTRASENSITIVE TSH
 ULTRA SENSITIVE TSH"
"Infertility Panel, Male",infertility-panel-male,1764,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,1650.0,Blood,"LUTEINIZING HORMONE (LH)
 LH:LUTEINIZING HORMONE

FOLLICLE STIMULATING HORMONE (FSH)
 FOLLICLE STIMULATING HORMONE (FSH)

TESTOSTERONE, TOTAL
 TESTOSTERONE
 TOTAL

ULTRASENSITIVE TSH
 ULTRA SENSITIVE TSH"
Ovarian Reserve Panel,ovarian-reserve-panel,1765,Speak to our customer care,Speak to our customer care,Home Collection Available,3030.0,Speak to our customer care,"FOLLICLE STIMULATING HORMONE (FSH)
 FOLLICLE STIMULATING HORMONE (FSH)

ESTRADIOL (E2)
 ESTRADIOL (E2)

ANTI MULLERIAN HORMONE (AMH)
 ANTI MULLERIAN HORMONE"
Menopause Screen Panel,menopause-screen-panel,1766,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,3050.0,Blood,"FOLLICLE STIMULATING HORMONE (FSH)
 FOLLICLE STIMULATING HORMONE (FSH)

ESTRADIOL (E2)
 ESTRADIOL (E2)

ANTI MULLERIAN HORMONE (AMH)
 ANTI MULLERIAN HORMONE

ULTRASENSITIVE TSH
 ULTRA SENSITIVE TSH"
Pernicious Anemia,pernicious-anemia,1767,Speak to our customer care,Speak to our customer care,Home Collection Available,6050.0,Speak to our customer care,"VITAMIN B12
 VITAMIN B12

GASTRIN - SERUM
 GASTRIN

INTRINSIC FACTOR IGG ANTIBODY
 INTRINSIC FACTOR  ANTIBODY

PARIETAL CELL ANTIBODY, IFA IN DILUTIONS
 Parietal Cell Antibody
 IFA In Dilutions"
Nafld (non Alcoholic Fatty Liver Disease),nafld-non-alcoholic-fatty-liver-disease,1791,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,770.0,Blood,"ASPARTATE AMINOTRANSFERASE (AST/SGOT), SERUM
 ASPARTATE AMINOTRANSFERASE (AST/SGOT)

ALANINE AMINOTRANSFERASE (ALT/SGPT), SERUM
 ALANINE AMINOTRANSFERASE (ALT/SGPT)

ALBUMIN - SERUM
 ALBUMIN

GLUCOSE, FASTING
 GLUCOSE
 FASTING

GLUCOSE, POST PRANDIAL (PP), 2 HOURS (POST MEAL)
 GLUCOSE
 POST PRANDIAL (PP)
 2 HOURS

PLATELET COUNT
 PLATELET COUNT"
Rheumatoid Arthritis Panel,rheumatoid-arthritis-panel,1792,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,5500.0,Blood,"ANA BY IMMUNOBLOT
 AMA-M2
CENP-B
dsDNA
Histones
J0-1
Ku
Mi-2
Nucleosomes
PCNA
PM-Scl
Rib-P0
Scl-70
SmD1
SS-A/Ro52
SS-A/Ro60
SS-B/La
U1-snRNP

RHEUMATOID FACTOR (RA) -(LATEX AGGLUTINATION)
 RHEUMATOID FACTOR (RA)
TITER

ANTI CCP (CYCLIC CITRULLINATED PEPTIDE)
 ANTI CCP (CYCLIC CITRULLINATED PEPTIDE)"
Torch Dna Detection,torch-dna-detection,1793,Speak to our customer care,Speak to our customer care,Home Collection Available,10400.0,Speak to our customer care,"TOXOPLASMA DNA PCR - QUALITATIVE
 TOXOPLASMA DNA PCR - QUALITATIVE

RUBELLA PCR
 RUBELLA DNA PCR - QUALITATIVE

CMV PCR QUALITATIVE
 CMV PCR QUALITATIVE
TYPE OF SPECIMEN

HERPES SIMPLEX VIRUS (HSV) TYPE 1 & 2 DNA PCR - QUALITATIVE
 HERPES SIMPLEX VIRUS (HSV) TYPE 1 PCR
HERPES SIMPLEX VIRUS (HSV) TYPE 2 PCR
SAMPLE TYPE"
Hirsutism Panel,hirsutism-panel,1794,Speak to our customer care,Speak to our customer care,Home Collection Available,3700.0,Speak to our customer care,"DEHYDROEPIANDROSTERONE SULPHATE - (DHEAS)
 DEHYDROEPIANDROSTERONE SULPHATE - (DHEAS)

TESTOSTERONE- FREE
 TESTOSTERONE- FREE

ANDROSTENEDIONE
 ANDROSTENDIONE"
Hypothyroidism/hashimotos Disease Panel,hypothyroidismhashimotos-disease-panel,1795,Speak to our customer care,Speak to our customer care,Home Collection Available,1650.0,Speak to our customer care,"FREE T4 (FT4)
 FREE T4 (FT4)

THYROXINE (T4, TOTAL), SERUM
 THYROXINE (T4
 TOTAL)

ULTRASENSITIVE TSH
 ULTRA SENSITIVE TSH

THYROID PEROXIDASE ANTIBODIES (ANTI MICROSOMAL ANTIBODIES)
 THYROID PEROXIDASE (TPO) / MICROSOMAL ANTIBODY"
Hyperthyroid/graves Disease Panel,hyperthyroidgraves-disease-panel,1796,Speak to our customer care,Speak to our customer care,Home Collection Available,4350.0,Speak to our customer care,"TRI IODOTHYRONINE (T3, TOTAL), SERUM
 TRI-IODOTHYRONINE (T3
 TOTAL)

FREE T4 (FT4)
 FREE T4 (FT4)

ULTRASENSITIVE TSH
 ULTRA SENSITIVE TSH

TSH RECEPTOR ANTIBODIES
 TSH RECEPTOR ANTIBODIES"
Osteo Screen Panel/bone Profile Mini,osteo-screen-panelbone-profile-mini,1797,Speak to our customer care,Speak to our customer care,Home Collection Available,3150.0,Speak to our customer care,"CALCIUM, SERUM
 CALCIUM

PHOSPHORUS, INORGANIC - SERUM
 PHOSPHORUS
 INORGANIC

PARATHYROID HORMONE [PTH]
 INTACT PARATHYROID HORMONE [iPTH]

VITAMIN D - 25 HYDROXY (D2+D3)
 VITAMIN D (25 - OH VITAMIN D)"
Hepatitis B Antigen And Antibody Panel,hepatitis-b-antigen-and-antibody-panel,1798,Speak to our customer care,Speak to our customer care,Home Collection Available,1500.0,Speak to our customer care,"HBe ANTIGEN ( Hbe Ag)
 HBe ANTIGEN ( Hbe Ag)

HEPATITIS B E ANTIBODY (ANTI HB E)
 HEPATITIS B E ANTIBODY (ANTI HB E)"
"Gliadin Deamidated Antibodies Panel, Iga & Igg",gliadin-deamidated-antibodies-panel-iga-igg,1799,Speak to our customer care,Speak to our customer care,Home Collection Available,2950.0,Speak to our customer care,"ANTI GLIADIN - IgA
 ANTI GLIADIN - IgA

ANTIGLIADIN IGG
 ANTIGLIADIN IGG"
Liver Fibrosis Panel,liver-fibrosis-panel,1800,Speak to our customer care,Speak to our customer care,Home Collection Available,1950.0,Speak to our customer care,"PROTHROMBIN TIME (PT/INR)
 Control (MNPT)
International Normalized Ratio (INR)
ISI
Prothrombin Index
Prothrombin Time
Ratio

ALANINE AMINOTRANSFERASE (ALT/SGPT), SERUM
 ALANINE AMINOTRANSFERASE (ALT/SGPT)

GAMMA GLUTAMYL TRANFERASE (GGT)
 GAMMA GLUTAMYL TRANSPEPTIDASE (GGT)

ALKALINE PHOSPHATASE - SERUM
 ALKALINE PHOSPHATASE

BILIRUBIN, TOTAL - SERUM
 BILIRUBIN
 TOTAL

BILIRUBIN CONJUGATED (DIRECT) - SERUM
 BILIRUBIN CONJUGATED (DIRECT)

ASPARTATE AMINOTRANSFERASE (AST/SGOT), SERUM
 ASPARTATE AMINOTRANSFERASE (AST/SGOT)

PROTEIN ELECTROPHORESIS - SERUM
 A/G RATIO
ALBUMIN
ALPHA-1 GLOBULINS
ALPHA-2 GLOBULINS
BETA-1 GLOBULINS
BETA-2 GLOBULINS
GAMMA -GLOBULINS
IMPRESSION
M BAND
PROTEIN
 TOTAL"
"Asca (anti Saccharomyces Cerevisiae Antibody), Iga & Igg Panel",asca-anti-saccharomyces-cerevisiae-antibody-iga-igg-panel,1801,Speak to our customer care,Speak to our customer care,Home Collection Available,3850.0,Speak to our customer care,"ANTI SACCHAROMYCES CEREVISIAE ANTIBODY (ASCA) IGA
 ASCA ( ANTI SACCCHAROMYCES CEREVISIAE ANTIBODY ) 
IgA

ANTI SACCHAROMYCES CEREVISIAE ANTIBODY (ASCA) IGG 
 ASCA ( ANTI SACCCHAROMYCES CEREVISIAE ANTIBODY ) 
IgG"
Apla Profile With Protein C & S,apla-profile-with-protein-c-s,1843,Speak to our customer care,Speak to our customer care,Home Collection Available,9000.0,Speak to our customer care,"PROTEIN C
 PROTEIN C ACTIVITY

PROTEIN S
 PROTEIN S

ANTI PHOSPHOLIPID ANTIBODY IGG AND IGM
 ANTI PHOSPHOLIPID ANTIBODY IgG
ANTI PHOSPHOLIPID ANTIBODY IgM

ANTI CARDIOLIPIN AB IGG AND IGM
 ANTI CARDIOLIPIN ANTIBODY IgG
ANTI CARDIOLIPIN ANTIBODY IgM

ANTI CARDIOLIPIN ANTIBODY IgA - SERUM
 ANTI CARDIOLIPIN ANTIBODY IgA

LUPUS ANTICOAGULANT BY DRVVT
 DRVV CONFIRM (CONTROL)
DRVV CONFIRM (TEST)
DRVV CONFIRM TIME
DRVV SCREEN (TEST)
DRVV SCREEN TIME
DRVV SCREEN/DRVV CONFIRM RATIO
DRVV SREEN (CONTROL)
LUPUS ANTICOAGULANT
MIXING STUDIES
PTT (CONTROL)
PTT (TEST)
PTT (TEST+CONTROL 1:1)"
"Papsure With Hpv Dna Detection And Genotyping, High Risk Types",papsure-with-hpv-dna-detection-and-genotyping-high-risk-types,1861,Speak to our customer care,Speak to our customer care,Home Collection Available,2100.0,Speak to our customer care,"HUMAN PAPILLOMA VIRUS (HPV) DNA DETECTION AND GENOTYPING: HIGH RISK TYPES
 GENOTYPE
HPV 16
HPV 18
HPV 45
HPV DNA DETECTION AND GENOTYPING: HIGH RISK TYPES
OTHER HIGH RISK TYPE"
"Autoimmune Liver Disease Profile-1 Asma, Ama, Lkm1, Ana Immuno Fluoresccence",autoimmune-liver-disease-profile1-asma-ama-lkm1-ana-immuno-fluoresccence,1882,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,6550.0,-,"ANTI NUCLEAR ANTIBODY (ANA) BY IIF
 ADVISED
ESITIMATED TITER
FLUORESCENCE INTENSITY
FLUORESCENCE PATTERN
RESULT
SUGGESTED ANTIBODY

ANTI MITOCHONDRIAL ANTIBODY (AMA) - IFA (QUALITATIVE)
 AMA
FLUORESCENCE INTENSITY
TITER

ANTI LIVER KIDNEY MICROSOMAL  ANTIBODY (LKM) - IFA (QUALITATIVE)
 FLUORESCENCE INTENSITY
LKM
TITER

ANTI SMOOTH MUSCLE  ANTIBODY (ASMA) - IFA (QUALITATIVE)
 ASMA
FLUORESCENCE INTENSITY
TITER"
Campaign Master Check Diabetes,campaign-master-check-diabetes,2023,Speak to our customer care,Speak to our customer care,Home Collection Available,1650.0,Speak to our customer care,"GLUCOSE, FASTING
 GLUCOSE
 FASTING

GLUCOSE, POST PRANDIAL (PP), 2 HOURS (POST MEAL)
 GLUCOSE
 POST PRANDIAL (PP)
 2 HOURS

HBA1C, GLYCATED HEMOGLOBIN
 ESTIMATED AVERAGE GLUCOSE (eAG)
HBA1C
 GLYCATED HEMOGLOBIN

RENAL PROFILE/RENAL FUNCTION TEST (RFT/KFT)
 BLOOD UREA NITROGEN
CALCIUM
CHLORIDE
CREATININE
PHOSPHORUS
 INORGANIC
POTASSIUM
SODIUM
UREA
URIC ACID

MICROALBUMIN ( MAU)- SPOT URINE
 CREATININE - SPOT URINE
MICROALBUMIN ( MAU)- SPOT URINE
URINE MICROALBUMIN/CREATININE RATIO

LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL"
Fever Panel,fever-panel,2103,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,1750.0,Blood / Urine,"ALANINE AMINOTRANSFERASE (ALT/SGPT), SERUM
 ALANINE AMINOTRANSFERASE (ALT/SGPT)

ERYTHROCYTE SEDIMENTATION RATE (ESR)
 ERYTHROCYTE SEDIMENTATION RATE (ESR)

MALARIAL ANTIGEN ( VIVAX AND FALCIPARUM)
 MALARIA FALCIPARUM ANTIGEN
MALARIA VIVAX ANTIGEN

PERIPHERAL SMEAR FOR MALARIAL PARASITE (MP)
 MALARIA PARASITE
PARASITIC INDEX
SPECIES

TYPHIDOT - IGM
 TYPHIDOT - IGM"
